C0151714	hypermagnesemia
C0036939	shared psychotic disorder
C0853533	x-ray gastrointestinal tract abnormal
C0023521	krabbe's disease
C0235943	cold agglutinins positive
C0700431	cardiac rehabilitation therapy
C0194977	hydrocele excision
C1096292	lumbar vertebra injury
C0740295	biopsy colon
C1175175	severe acute respiratory syndrome
C1456556	heat illness
C0847403	infective tenosynovitis
C0281887	fractured ischium
C0427458	red blood cell count increased
C1868821	immediate post-injection reaction
C1096343	infusion site reaction
C1262061	scrotal haematocoele
C0149860	fractured coccyx
C1696701	dermatillomania
C0919596	consciousness fluctuating
C1869007	muscle mass
C1167884	endocrine test abnormal
C0155617	secondary hypertension
C0194790	prostatic operation
C1112271	implantable defibrillator malfunction
C0860013	hepatitis b antibody positive
C0854362	aldolase increased
C0206718	ganglioneuroblastoma
C0877155	cerebrovascular accident prophylaxis
C1608946	arteriovenous malformation
C0345963	benign lung neoplasm
C0201535	cardiolipin antibody
C0234515	dyslogia
C0398087	carotid artery stent insertion
C1112597	enzyme abnormality
C0152107	dressler's syndrome
C0042568	vertebrobasilar insufficiency
C1096278	anterior chamber inflammation
C0853382	epinephrine increased
C0677952	hodgkin's disease stage i
C0277889	blood pressure diastolic
C0740832	end stage aids
C0241706	faecal vomiting
C0347284	benign pancreatic neoplasm
C0521616	pseudoporphyria
C1141978	urogenital fistula
C0235353	Dental caries
C0235567	Sputum increased
C0740268	pelvic prolapse
C0152115	Dyskinesia
C0948558	intra-aortic balloon placement
C0553713	Breast pain
C0198482	abdominal operation
C0851991	cardiac infection
C0438177	cardiac function test abnormal
C0039984	thoracic outlet syndrome
C0700201	dyssomnia
C0000887	acantholysis
C0853995	electronystagmogram abnormal
C0392106	hepatic artery thrombosis
C0014745	palmar erythema
C1096267	injection site discomfort
C0175707	asplenia
C0158461	acquired claw toe
C0032805	postpericardiotomy syndrome
C0341296	cow's milk intolerance
C0549453	traumatic haematoma
C1168064	left ventricular end-diastolic pressure increased
C2242765	spondylolisthesis acquired
C0852923	gastrointestinal gangrene
C0403673	retrograde ejaculation
C0948610	abdominal strangulated hernia
C0267613	appendix disorder
C0238002	appendiceal abscess
C0239182	Diarrhoea
C2062908	Gout
C0034152	Henoch-Schonlein purpura
C0343243	muscle abscess
C0020681	central-alveolar hypoventilation
C0917796	hereditary optic atrophy
C0855688	acid fast stain positive
C1142029	necrotising granulomatous lymphadenitis
C0740656	ultrasound abdomen abnormal
C0232118	blood pressure systolic inspiratory decreased
C0549330	complement factor c3 increased
C0848197	pubic pain
C0041325	peritoneal tuberculosis
C0852912	cervical gland tuberculosis
C0948920	tuberculoma of central nervous system
C0275922	bone tuberculosis
C0023788	whipple's disease
C0236061	haptoglobin
C0155842	parapharyngeal abscess
C1535882	lower respiratory tract infection bacterial
C0853538	x-ray limb
C0041313	tuberculosis liver
C0041318	meningitis tuberculous
C0863084	skin discomfort
C0031049	pericarditis tuberculous
C0235673	pregnancy on oral contraceptive
C0438159	electrocardiogram q wave abnormal
C0010964	dandy-walker syndrome
C1095982	drug half-life increased
C0041307	bovine tuberculosis
C0948060	iridocele
C0549432	prealbumin decreased
C0679362	extrapulmonary tuberculosis
C0869528	arthritis fungal
C0023351	tuberculoid leprosy
C0003090	joint ankylosis
C1261973	lymphocyte stimulation test negative
C0041207	truncus arteriosus persistent
C0392322	schizophrenia, undifferentiated type
C0403559	dialysis disequilibrium syndrome
C0877154	visual brightness
C0476414	thyroid function test
C0271641	diabetes mellitus malnutrition-related
C0347648	kidney rupture
C0009681	congenital pulmonary artery anomaly
C0853772	blood calcium abnormal
C0151521	overgrowth bacterial
C0029291	psittacosis
C0035615	right aortic arch
C0580548	red blood cell count abnormal
C1535933	congenital heart valve disorder
C1861172	Embolism venous
C1263960	Diabetic hyperglycaemic coma
C0020703	dissociative fugue
C0273058	traumatic intracranial haemorrhage
C0920289	Sluggishness
C0743300	Drug screen positive
C1522133	Blood cholesterol increased
C0221255	calcification metastatic
C0239819	Oedema peripheral
C0857501	Schizophrenia
C0521464	skin oedema
C0043049	water intoxication
C1386135	Depression
C0151477	Hormone level abnormal
C0038506	Dysphemia
C0860867	albumin globulin ratio decreased
C0015663	Fasting
C0853193	Bipolar I disorder
C1510497	Lenticular opacities
C0030548	parenteral nutrition
C0270327	Enuresis
C1306341	mental disability
C0549399	High density lipoprotein decreased
C0349217	Depression
C0023520	leukodystrophy
C0151821	Accidental overdose
C0855120	follicle centre lymphoma, follicular grade i, ii, iii
C1261980	therapeutic product ineffective for unapproved indication
C0520806	Sudden death
C0855238	antisocial personality disorder
C0747979	Blood prolactin increased
C0853697	Neutrophil count decreased
C0154959	lens disorder
C0013132	Drooling
C0860803	Blood glucose increased
C0006142	Breast cancer
C0392684	Heart rate irregular
C0852724	trigeminal nerve ablation
C0153048	encephalitis post measles
C0013299	duodenogastric reflux
C0854443	vascular fragility
C0006057	botulism
C0405580	adrenal cortical insufficiency
C1963821	oropharyngeal plaque
C0239963	homans' sign
C0267918	cholangitis chronic
C0152089	post laminectomy syndrome
C0855720	blood insulin
C2239176	Hepatic cancer
C0035793	rocky mountain spotted fever
C0600228	Cardio-respiratory arrest
C1142116	refusal of examination
C0947900	iron metabolism disorder
C0740694	abscess soft tissue
C0347766	fractured skull depressed
C0853878	autoantibody positive
C0193446	cholelithotomy
C0027122	calcification of muscle
C0034575	x-ray dental
C0948873	Influenza
C0854245	cholelithiasis obstructive
C0854019	opticokinetic nystagmus tests abnormal
C1868776	pseudomonas bronchitis
C0238334	pancreatic abscess
C0856409	osteotomy
C0160985	leg crushing
C0265104	vertebral artery occlusion
C0948110	cerebrospinal fistula
C0919866	eye naevus
C1328380	acute right ventricular failure
C1112276	postoperative thoracic procedure complication
C1699015	aortic elongation
C0178703	hypertrophic osteoarthropathy
C0948470	diaphragmalgia
C0476360	skull x-ray abnormal
C0085253	still's disease adult onset
C0085313	blastocystis infection
C0013804	fulguration
C0017926	glycogen storage disease type v
C1535893	orthostatic intolerance
C0729527	oral bacterial infection
C1504337	vascular stent insertion
C0853925	scrotal irritation
C0948592	acquired porphyria
C0852952	optic nerve cupping
C0018839	heat exhaustion
C0040443	tooth avulsion
C0855251	sleep disorder due to a general medical condition
C1142492	postinfarction angina
C0521847	no adverse drug effect
C1504436	pulmonary pneumatocele
C0007775	cerebral atherosclerosis
C0877527	analgesic effect
C0349667	breast sarcoma
C0013363	Autonomic nervous system imbalance
C0862404	bladder cancer stage iii
C1504340	dural tear
C0521172	eschar
C0333411	cholesterol granuloma
C0038166	staphylococcal skin infection
C0178583	decerebration
C0265099	basilar artery thrombosis
C0919888	protein s decreased
C0948816	catheter site haematoma
C0948979	catheter site discharge
C0852955	protein c decreased
C1868733	surgical failure
C1698098	arterial injury
C1096688	arteriovenous fistula site haematoma
C0036415	sclerema
C0270685	cerebral calcification
C1145628	Autonomic neuropathy
C0236171	infection susceptibility increased
C1609513	arteriovenous graft site abscess
C0342635	hungry bone syndrome
C0234369	Tremor
C2609414	Renal failure acute
C0013902	elliptocytosis
C1304641	eye excision
C0855797	red blood cell target cells present
C1261979	therapeutic product ineffective
C0035086	renal osteodystrophy
C0235890	Migraine
C0240698	penile ulceration
C0869284	deaf mutism
C0860937	poikilocytosis
C0153323	arthropod infestation
C0155218	eyelid cyst
C0155358	scleral disorder
C1142253	arthrofibrosis
C0740415	lupus encephalitis
C0340170	progressive massive fibrosis
C0152452	pericardial fibrosis
C0406484	sebaceous hyperplasia
C0855239	dna antibody positive
C0240160	laryngeal mass
C0877312	trigeminal palsy
C0853828	post inflammatory pigmentation change
C0524375	dependence on enabling machine or device
C0017411	genital disorder female
C0701838	neurilemmoma
C0030185	paget's disease of the breast
C0948236	tongue eruption
C0747585	physical examination abnormal
C0855619	alanine aminotransferase abnormal
C0235797	genitalia external ambiguous
C0266079	macrognathia
C1142256	cardiac perforation
C0004910	bed rest
C0195324	cervical conisation
C0277807	exercise lack of
C0438153	smear vaginal abnormal
C0000810	abortion spontaneous incomplete
C1096033	physical breast examination abnormal
C0265547	limb reduction defect
C0338575	superior sagittal sinus thrombosis
C1096666	thyroid cancer metastatic
C0854095	drug level changed
C0018934	haematocolpos
C2609078	ligament operation
C0948349	Respiratory tract congestion
C0151757	lenticular pigmentation
C0947780	Respiratory disorders NEC
C0235756	semen abnormal
C0860514	dreamy state
C0854407	investigation abnormal
C0522744	exposure to contaminated air
C0746336	malignant lymphoid neoplasm
C0948294	eyelid margin crusting
C0010931	dacryocystorhinostomy
C1869109	psychiatric investigation
C3665624	Blood calcium decreased
C0011018	daydreaming
C0201549	carbohydrate antigen 125
C0156279	Urethral syndrome
C0156277	urethral syndrome
C1535999	incorrect drug dosage form administered
C0233459	Emotional disorder
C0554976	Bradyphrenia
C1608399	dark circles under eyes
C0549393	alcohol problem
C0189204	laryngeal operation
C2363829	Semen analysis abnormal
C0027562	negativism
C2938875	Upper-airway cough syndrome
C1168125	muscle relaxant drug level above therapeutic
C0424166	social fear
C0264345	smoker
C0007020	carbon monoxide poisoning
C0029811	leprosy
C0276257	hepatitis infectious mononucleosis
C0520482	somatisation disorder
C1696573	venous bruit
C0948522	Ocular vascular disorder
C1112108	Neurological disorders NEC
C0948365	caffeine consumption
C0035239	respiratory therapy
C0541798	Terminal insomnia
C1621955	physical abuse
C0029633	histrionic personality disorder
C1112258	phobia of driving
C0433071	chest crushing
C0549373	laryngeal pain
C0877266	Upper respiratory tract inflammation
C0220650	brain cancer metastatic
C0429059	electrocardiogram t wave amplitude decreased
C1619714	anticonvulsant drug level abnormal
C0701849	fear of crowded places
C0275567	actinomycotic skin infection
C0522168	morose
C1740801	exaggerated startle response
C0854087	abstains from alcohol
C0851532	Salivary gland conditions
C0856169	endothelial dysfunction
C0232600	self-induced vomiting
C0577943	chest expansion decreased
C0235259	Cataract subcapsular
C0522165	feeling of relaxation
C1868694	testicular oedema
C0025281	Meniere's disease
C1261985	gastric banding
C0152202	acquired night blindness
C0010598	cyclothymic disorder
C1112540	emergency care examination
C0424345	shoplifting
C0948540	arterial therapeutic procedure
C0853633	activated partial thromboplastin time abnormal
C0851422	Epidermal and dermal conditions
C0524373	threat of redundancy
C0155508	viral labyrinthitis
C1698582	maternal alcohol use
C0919822	postoperative thrombosis
C0392676	Hyperpyrexia
C0241883	epstein-barr virus antibody positive
C1168058	intelligence test abnormal
C0024883	modified radical mastectomy
C2242574	compulsive sexual behaviour
C0855401	coagulation factor v level decreased
C0860418	fluid replacement
C1112163	toxoplasma serology
C0276447	rhinovirus infection
C1696085	visceral oedema
C0562386	victim of sexual abuse
C0221242	Drug eruption
C0410918	tachycardia foetal
C0919867	dental cleaning
C0276252	cytomegalovirus hepatitis
C1096667	lymph node cancer metastatic
C0178850	intervertebral disc injury
C0393620	post-anoxic myoclonus
C0157364	delivery
C0275378	tobacco poisoning
C0266453	encephalocele
C1868882	human herpesvirus 6 infection
C1168113	protein c increased
C0188661	arthrodesis
C1704423	congenital lymphoedema
C1096275	increased viscosity of bronchial secretion
C1262087	sunct syndrome
C0266421	congenital genital malformation male
C0234542	epileptic aura
C0239719	genital erythema
C0235097	Drug withdrawal convulsions
C0009447	immunodeficiency common variable
C0233716	verbigeration
C0155164	conjunctival scar
C0282615	radiculotomy
C1411876	dyscalculia
C1096189	type ii hypersensitivity
C0919628	teratospermia
C1261975	eyelid erosion
C0395837	ear canal stenosis
C0852970	dacryoadenitis acquired
C1608410	head titubation
C0206139	oral lichen planus
C0011599	congenital dermal sinus
C0032357	poland's syndrome
C0234376	Action tremor
C0853351	red blood cells csf positive
C0151572	corneal reflex decreased
C0558067	tangentiality
C0347938	hypometabolism
C1328407	hip dysplasia
C0848648	fungal rash
C1096419	blood pressure orthostatic increased
C0577066	gallbladder enlargement
C1141979	eosinophils urine
C0855901	blood ethanol increased
C0008297	choanal atresia
C0013806	electroconvulsive therapy
C0006420	burn of internal organs
C0154756	polyneuropathy idiopathic progressive
C0852863	death of friend
C0347575	nail injury
C0919580	rash maculovesicular
C0266449	brain malformation
C1112263	atypical benign partial epilepsy
C0033797	pseudodementia
C0542189	therapeutic reaction time decreased
C1112254	false positive laboratory result
C0235972	retinal deposits
C0158641	congenital cyst
C0079352	congenital torticollis
C1868756	corneal leukoma
C0948923	angiogram cerebral
C0855510	spermatozoa morphology abnormal
C0853042	reaction to azo-dyes
C0022578	keratoconus
C0339572	borderline glaucoma
C0853332	desquamation mouth
C0079541	holoprosencephaly
C1963804	pregnancy on contraceptive
C0700136	epiphyseal disorder
C1112219	urine alcohol test positive
C0195961	brain lobectomy
C2609413	product substitution issue
C0948591	oligodipsia
C1328393	pregnancy with implant contraceptive
C1384485	normal delivery
C1112515	dacryocystitis infective
C1142391	withdrawal bleed
C0020899	illiteracy
C1535851	implant site abscess
C0877336	blood bilirubin
C0948699	abdominal wall cyst
C0009680	abdominal wall anomaly
C1096323	neural tube defect
C1141866	aortogram abnormal
C0580467	c-reactive protein
C0262664	vestibulitis
C0152460	lichen sclerosus
C0520998	phosphenes
C1167794	cytology abnormal
C2242603	thermohyperaesthesia
C0155964	atrophy of tongue papillae
C0853577	csf glucose abnormal
C0581379	allergic pharyngitis
C1504405	pyramidal tract syndrome
C0240233	loose associations
C0345183	congenital pyloric stenosis
C1096050	uvula aplasia
C1142349	eyelid pain
C1096201	pilonidal cyst congenital
C0752196	ballismus
C1963866	c-reactive protein abnormal
C0302467	congenital aortic anomaly
